"","PLOT","INVYR","LAT","LON","whiteOak","swampWhiteOak","redOak","chestnutOak","blackOak"
"313",5348,2010,45.861585,-70.254538,0,0,0,0,0
"314",637,2010,45.64431,-70.24141,0,0,0,0,0
"315",1714,2010,43.78676,-70.21991,0,0,0,0,0
"316",1714,2010,43.78676,-70.21991,0,0,0,0,0
"317",2020,2010,44.01651,-70.21773,0,0,0.085760776194357,0,0
"318",794,2010,44.24305,-70.20974,0,0,0,0,0.241382133791861
"319",1578,2010,45.95632,-70.20548,0,0,0,0,0
"320",1539,2010,45.24093,-70.20392,0,0,0,0,0
"321",257,2010,45.49871,-70.20124,0,0,0,0,0
"322",1899,2010,46.20547,-70.19741,0,0,0,0,0
"323",482,2010,45.01012,-70.18594,0,0,0,0,0
"324",1540,2010,44.504,-70.18336,0,0,0.0491466584270888,0,0
"325",437,2010,44.56755,-70.17514,0,0,0,0,0
"326",437,2010,44.56755,-70.17514,0,0,0,0,0
"327",1948,2010,44.80804,-70.16711,0,0,0,0,0
"328",1312,2010,46.25875,-70.15833,0,0,0,0,0
"329",1011,2010,46.03622,-70.15448,0,0,0,0,0
"330",378,2010,45.79634,-70.14661,0,0,0,0,0
"331",1314,2010,45.32899,-70.14198,0,0,0,0,0
"332",593,2010,45.54872,-70.14176,0,0,0,0,0
"333",1100,2010,45.92897,-70.14035,0,0,0,0,0
"334",2019,2010,43.85847,-70.13638,0,0,0.237036220409309,0,0
"335",113,2010,44.3924,-70.13072,0,0,0,0,0
"336",1514,2010,45.09139,-70.12847,0,0,0,0,0
"337",2002,2010,44.85954,-70.11602,0,0,0,0,0
"338",664,2010,46.36738,-70.1045,0,0,0,0,0
"339",664,2010,46.36738,-70.1045,0,0,0,0,0
"340",404,2010,46.09818,-70.08753,0,0,0,0,0
"341",291,2010,45.86831,-70.07728,0,0,0,0,0
"342",1668,2010,45.3937,-70.07536,0,0,0,0,0
"343",1726,2010,44.00838,-70.07511,0,0,0,0,0
"344",1872,2010,43.93006,-70.06589,0,0,0,0,0
"345",1561,2010,44.93762,-70.05752,0,0,0,0,0
"346",990,2010,44.28274,-70.05684,0,0,0.376607569032352,0,0
"347",807,2010,45.15451,-70.05561,0,0,0,0,0
"348",818,2010,44.23313,-70.05025,0,0,0,0,0
"349",1196,2010,46.41051,-70.0432,0,0,0,0,0
"350",1196,2010,46.41051,-70.0432,0,0,0,0,0
"351",1858,2010,44.70803,-70.03827,0,0,0,0,0
"352",190,2010,45.4598,-70.03184,0,0,0,0,0
"353",1358,2010,45.91106,-70.03139,0,0,0,0,0
"354",1573,2010,45.60863,-70.03105,0,0,0,0,0
"355",1573,2010,45.60863,-70.03105,0,0,0,0,0
"356",156,2010,46.16494,-70.02283,0,0,0,0,0
"357",1931,2010,45.22479,-70.01768,0,0,0,0,0
"358",498,2010,45.98229,-70.01601,0,0,0,0,0
"359",475,2010,44.54402,-70.01314,0,0,0.432181020314428,0,0
"360",1059,2010,44.99898,-70.00388,0,0,0,0,0
"361",833,2010,45.71467,-69.99451,0,0,0,0,0
"362",768,2010,44.78406,-69.99187,0,0,0,0,0
"363",1396,2010,44.06725,-69.98594,0,0,0,0,0
"364",550,2010,45.08643,-69.98097,0,0,0,0,0
"365",246,2010,46.40673,-69.97767,0,0,0,0,0
"366",68,2010,46.57224,-69.96892,0,0,0,0,0
"367",1448,2010,46.23244,-69.96568,0,0,0,0,0
"368",37,2010,45.49461,-69.96186,0,0,0,0,0
"369",37,2010,45.49461,-69.96186,0,0,0,0,0
"370",365,2010,45.78054,-69.95835,0,0,0,0,0
"371",902,2010,44.37255,-69.93709,0,0,0,0,0
"372",375,2010,43.81082,-69.92932,0,0,0.00129051868719054,0,0
"373",710,2010,44.83627,-69.92924,0,0,0,0,0
"374",570,2010,43.90182,-69.92309,0,0,0.37900504435554,0,0.157169362787731
"375",1760,2010,46.07932,-69.92123,0,0,0,0,0
"376",121,2010,45.84856,-69.91982,0,0,0,0,0
"377",3724,2010,45.575648,-69.909774,0,0,0,0,0
"378",1775,2010,46.78645,-69.89205,0,0,0,0,0
"379",355,2010,45.15956,-69.89181,0,0,0,0,0
"380",1123,2010,46.32405,-69.88291,0,0,0,0,0
"381",1979,2010,45.36129,-69.88,0,0,0,0,0
"382",1717,2010,44.68007,-69.87821,0,0,0,0,0
"383",1717,2010,44.68007,-69.87821,0,0,0,0,0
"384",1479,2010,44.92586,-69.87757,0,0,0,0,0
"385",1479,2010,44.92586,-69.87757,0,0,0,0,0
"386",1873,2010,46.60638,-69.87677,0,0,0,0,0
"387",1552,2010,45.5879,-69.87441,0,0,0,0,0
"388",1906,2010,43.77978,-69.87271,0,0,0,0,0
"389",467,2010,44.21526,-69.87116,0,0,0,0,0
"390",467,2010,44.21526,-69.87116,0,0,0,0,0
"391",297,2010,44.46686,-69.86864,0,0,0,0,0
"392",297,2010,44.46686,-69.86864,0,0,0,0,0
"393",125,2010,46.15568,-69.86035,0,0,0,0,0
"394",1409,2010,46.38199,-69.85379,0,0,0,0,0
"395",138,2010,45.44653,-69.84903,0,0,0,0,0
"396",873,2010,45.91235,-69.84845,0,0,0,0,0
"397",1247,2010,45.6793,-69.84523,0,0,0,0,0
"398",112,2010,45.12038,-69.84447,0,0,0,0,0
"399",1480,2010,44.28067,-69.84102,0,0,0.000416254747905718,0,0
"400",528,2010,44.75927,-69.83442,0,0,0,0,0
"401",2017,2010,45.21803,-69.83324,0,0,0,0,0
"402",1604,2010,46.49192,-69.82552,0,0,0,0,0
"403",1591,2010,46.34126,-69.8101,0,0,0,0,0
"404",294,2010,44.97093,-69.80711,0,0,0,0,0
"405",198,2010,45.9832,-69.79527,0,0,0,0,0
"406",1515,2010,44.59253,-69.79191,0,0,0.0342868803447196,0,0
"407",202,2010,46.68631,-69.78942,0,0,0,0,0
"408",202,2010,46.68631,-69.78942,0,0,0,0,0
"409",757,2010,46.45799,-69.78733,0,0,0,0,0
"410",1251,2010,45.79257,-69.78716,0,0,0,0,0
"411",943,2010,46.21177,-69.78497,0,0,0,0,0
"412",943,2010,46.21177,-69.78497,0,0,0,0,0
"413",973,2010,45.27704,-69.78087,0,0,0,0,0
"414",667,2010,46.07092,-69.77859,0,0,0,0,0
